The Gregorian Calendar was adopted by which country in 1912?|China|Persia|India|Ireland|History|2
Which country was not a Portugese colony?|Colombia|Brazil|Angola|Mozambique|History|2
Which word from the inaugural address by Barack Obama was cut out of the speech whilst being broadcast in China?|Communism|Chinese|Tibet|Earthquakes|History|2
What was the name of Wellington's horse?|Copenhagen|Paris|Rome|Washington|History|2
Florence Nightingale achieved fame during which war?|Crimean|First World War|Boer War|100 Years War|History|2
Which animal is not a Chinese year?|Crow|Ox|Pig|Monkey|History|2
Which animal is not a Chinese year? |Dolphin|Dog|Monkey|Goat|History|2
Which English King died in 1553 at the age of 15?|Edward VI|Edward V|Edward VII|Edward IV|History|2
The crown of which New York City landmark was originally built as an airship dock?|Empire State Building|Chrysler Building|Statue of Liberty|Trump Tower|History|2
What was the 1969 war between El Salvador and Honduras called?|football|cod|cola|postage stamp|History|2
Which English King bought Buckingham Palace?|George III|George II|Charles I|Charles II|History|2
Which US President said "I cannot tell a lie"?|George. Washington|George W Bush|Richard Nixon|Bill Clinton|History|2
Which language did King George I speak?|German|Latin|French|Russian|History|2
Which King Harold died during the battle of Hastings?|Godwinson|Harefoot|the Elder|Ironside|History|2
Which ancient world wonder was found in Giza?|Great Pyramid|Lighthouse|Temple Of Artemis|Statue Of Zeus|History|2
What was Ehrich Weiss better known as?|Harry Houdini|Charlie Chaplin|The Great Suprendo|David Copperfield |History|2
On which island was Capt Cook killed in 1779?|Hawaii|Australia|New Zealand|Moluccan Islands|History|2
The falsely accused WW I spy Mata Hari was from which country?|Holland|France|India|Italy|History|2
Which country founded the West India Company?|Holland|France|Germany|Spain|History|2
Diana was the Roman goddess of what?|Hunting|Passion|Beauty|War|History|2
What country provided the birthplace of Christopher Columbus?|Italy|Spain|Portugal|France|History|2
Which English Monarch was the first from the House of Stuart?|James I|Charles I|Henry VII|Edward IV|History|2
Which English Monarch was succeeded by William III of Orange?|James II|James I|Charles II|Mary II|History|2
Which English Monarch succeeded Charles II?|James II|James I|William III|Mary II|History|2
Who hosted the music radio program The Perfumed Garden?|John Peel|Noel Edmunds|Kenny Everett|Vernon Kay|History|2
Joseph Stalin twice ordered the KGB to assassinate which US actor?|John Wayne|Humphrey Bogart|Bob Hope|James Cagney|History|2
The Mau Mau were terrorists in which country late 50s early 60s?|Kenya|Sudan|Malaysia|Ghana|History|2
What was the name of the atom bomb dropped on Hiroshima?|Little Boy|Bad Boy|Fat Boy|Good Boy|History|2
Which explorers expedition was the first to circumnavigate the earth?|Magellan|Cook|de Gama|Cartier|History|2
Which English Monarch succeeded William III of Orange?|Mary II|James II|James I|Charles II|History|2
Which famous outlaws last words were "That's life"?|Ned Kelly|Al Capone|Dick Turpin|Billy the Kid|History|2
In which month of 1987 was weatherman Michael Fish embarrassed for failing to give warning of severe gales?|October|September|December|August|History|2
Which English Monarch was also known as Old Ironsides|Oliver Cromwell|Richard Cromwell|Charles I|Charles II|History|2
From which country did Bangladesh claim its independence?|Pakistan|India|China|Britain|History|2
Where did the 30 years war start and finish?|Prague|Berlin|London|Paris|History|2
Which member of the British Royal Family was made Deputy Sheriff of Harris County, Texas in 1960?|Prince Philip|Prince Charles|The Queen|Prince Andrew|History|2
Who directly succeeded King Edward VI as Monarch of England?|Queen Jane|Queen Mary I|Queen Elizabeth I|King James I|History|2
Seti I was the father of which Egyptian?|Ramesses II|Tutankhamun|Nefertiti|Cleopatra|History|2
Julius Caesar said "The die is cast" after crossing which river?|Rubicon|Thames|Tiber|Danube|History|2
The crossing of which river started a civil war?|Rubicon|St. Lawrence|Avon|Danube|History|2
What kind of march did Gandhi lead?|Salt|Pepper|Sugar|Flower|History|2
Which city was destroyed by an earthquake in 1906?|San Francisco|Naples|Lisbon|Havana|History|2
What was the name of the flu that killed an estimated 40 million people in 1918?|Spanish|Asian|Hong Kong|European|History|2
Olaf Palme was assassinated in 1986. Of which country was he the prime minister?|Sweden|Norway|Finland|Denmark|History|2
What was sometimes used as currency in 18th century Siberia?|Tea|Coffee|Snow|Tulips|History|2
What did Captain Cook call the Islands of Tonga?|The Friendly Islands|The Scary Islands|The Tongan Islands|The Cook Islands|History|2
Which of these radio programmes did John Peel once present?|The perfumed garden|The poisoned garden|The tendered garden|The Musical garden|History|2
Which major British newspaper closed down for almost a year in 1978?|The Times|The Sun|The Telegraph|The Mirror|History|2
Which ancient world wonder was found in Alexandria?|The Lighthouse|Hanging Gardens|Temple Of Artemis|Great Pyramid|History|2
The Rainbow Warrior was what form of transport?|Trawler|Cruise Ship|Tugboat|Oil Tanker|History|2
What was the name of the cat that survived the sinking of the Bismark, HMS Cossack and the HMS Ark Royal in WW II ?|Unsinkable Sam|Unsinkable Molly Brown|Wet Willy|Kit Cat|History|2
Marco Polo was a citizen of which city?|Venice|Rome|Florence|Naples|History|2
Which animal is not a Chinese year?|Whale|Snake|Hare|Tiger|History|2
In history, the highwayman Dick Turpin was hanged in which city?|York|London|Leeds|Portsmouth|History|2
How many wheels had a hansom cab?|2|3|4|5|History|3
How many seconds did it take Napoleons surgeon Baron Dominique Larrey to amputate a leg?|14|3|32|60|History|3
How many swings of the axe did it take to remove Maria Stuarts head?|15|1|3|35|History|3
How many dollars did the first settlers pay the native Indians for Manhattan Island?|24|4|48|96|History|3
Concubines excluded, how many wives did a Chinese Emperor have?|40|1|13|88|History|3
According to legend, how many bears did Davy Crockett kill in 7 months? |105|7|77|705|History|3
How old was the Biblical figure Methusalem?|969|844|622|369|History|3
In which year were the Salem witchcraft trials?|1692|1581|1744|1519|History|3
In which year was the last legal execution of a witch in Scotland?|1727|1827|1927|1627|History|3
In which year was the lightning rod invented?|1752|1322|1825|1901|History|3
In which year did New York become a US state?|1788|1819|1792|1837|History|3
In which year did the first steam ship cross the Atlantic?|1819|1910|1859|1780|History|3
The age of the railway began in which year with the introduction of the Liverpool-Manchester line?|1830|1800|1860|1770|History|3
In which year did the first passenger die in a rail accident?|1830|1850|1780|1870|History|3
In which year were postage stamps introduced?|1840|1899|1745|1650|History|3
In which year did Texas become a US state?|1845|1912|1959|1861|History|3
The first weather report in a newspaper appeared in which year?|1848|1788|1871|1902|History|3
In which year were blue jeans invented?|1874|1836|1902|1580|History|3
In which year was the light bulb invented?|1880|1901|1825|1911|History|3
In which year did Oklahoma become a US state?|1907|1889|1850|1819|History|3
In which year did New Mexico become a US state?|1912|1867|1959|1788|History|3
In which year were false eyelashes invented?|1916|1925|1939|1888|History|3
In which year did Charles Lindbergh fly solo across the Atlantic?|1927|1937|1917|1907|History|3
In which year was nylon invented?|1935|1885|1906|1951|History|3
In which year was the transistor invented?|1947|1844|1902|1975|History|3
In which year was the microwave oven invented?|1947|1977|1921|1982|History|3
In which year did the hula hoop craze first circle the world?|1958|1963|1952|1966|History|3
In which year was the Berlin wall built?|1961|1958|1946|1965|History|3
In which year was Nelson Mandela sentenced to life in prison?|1964|1972|1956|1978|History|3
In which year did the mini skirt first turn heads?|1964|1968|1958|1961|History|3
In which year was the first 'Great Blackout' in the eastern United States and Canada?|1965|1975|1955|1985|History|3
In which year was the 747 Jumbo jet introduced?|1970|1964|1978|1984|History|3
Timber selected from how many fully grown oak trees were needed to build a large 3 decker Royal Navy battle ship in the 18th century?|3,500|50|500|1,500|History|3
In 1970 the 'Blue Flame' became the first car to break which speed barrier?|1,000 km hr|250 km hr|500 km hr|1,500 km hr|History|3
The 'football' or briefcase with the nuclear codes must always be within how many metres of the US President?|12 m|6 m|2 m|24 m|History|3
How long did the Apollo 11 mission last?|195 hours 18 min|95 hours 18 min|295 hours 18 min|495 hours 18 min|History|3
What was the average life expectancy of an Englishman in the middle ages?|33 years|13 years|21 years|41 years|History|3
How long was the war between GB  and Zansibar in 1896?|38 min|38 sec|38 hours|38 days|History|3
How long did the Wright Brothers first flight last?|59 sec|12 sec|3 sec   |24 sec|History|3
What was the cargo on board the HMS Bounty?|Breadfruit|Grapefruit|Sauerkraut|Watermelon|History|3
Who was Patrick Stewart's best man at his wedding?|Brent Spiner|William Shatner|LeVar Burton|Johnathan Frakes|Tech|3
Off the coast of which country did the Edmund Fitzgerald sink?|Canada|Ireland|Scotland|Australia|History|3
The press coined which famous pilot 'The Flying Fool' in 1927?|Charles Lindbergh|Baron von Richtofen|Orville Wright|Amelia Earhart|History|3
In which country did an earthquake kill an estimated 650,000 people in 1976?|China|Pakistan|Mexico|Japan|History|3
Punch editor A P Herbert once wrote a cheque on the side of a what?|cow|bus|taxi|egg|History|3
The USA bought the Virgin islands from which country?|Denmark|GB|Holland|France|History|3
Which city was never the capital of the USA?|Detroit|New York |Baltimore|Philadelphia|History|3
Tollbooth was an infamous 18th century prison in which city?|Edinburgh|Halifax|London|Bristol|History|3
Which queen at one time banned the use of mirrors?|Elizabeth I |Elizabeth II |Mary|Freddie Mercury|History|3
How often does Airforce One undergo a complete overhaul or D-Check?|every 154 days|every 54 days|every 254 days|every 354 days|History|3
In the 1930s, what was the 'Phalange'?|Fascist movement in Spain|Secret police in Italy|Abstract art movement|Dance craze|History|3
The NAZIS declared war on which country 3 March 1945?|Finland|Japan|France|Italy|History|3
What did the Roman Catholic church condemned in the 16th century?|fork|spoon|corkscrew|knife|History|3
Off the coast of which country did the Amoco Cadiz sink?|France|USA|Spain|South Africa|History|3
The Roman province Aquitania was found in which modern day country?|France|Scotland|Portugal|Austria|History|3
Which explorer first entered San Francisco Bay in 1579?|Francis Drake|Juan Ponce de Leon|Henry Hudson|Amerigo Vespucci|History|3
Baby Doc Duvalier was the dictator of which country?|Haiti|Senegal|Vietnam|Algeria|History|3
Herodotus is known as the father of what?|History|Medicine|Theatre|Music|History|3
Between which two countries was the 1969 'Football War'?|Honduras and El Salvador|Brazil and Argentina|Algeria and Tunisia| Chile and Peru |History|3
Off the coast of which country did the QE I sink?|Hong Kong|USA|Brazil|Spain|History|3
Which ship sank in the Denmark Strait?|Hood|Bismark|Titanic|Exon Valdez|History|3
Which country invented Venetian Blinds?|Japan|Italy|France|USA|History|3
Who was the captain of PT 109?|JFK|Ronald Reagan|George Bush sr|Gerald Ford|History|3
Who was William Shatner's best man at his wedding?|Leonard Nimoy|Brent Spiner|DeForest Kelley|James Doohan|History|3
Which magazine first published photos of a human embryo in 1965?|Life|Time|Newsweek|Cosmopolitan |History|3
Which PM played a role in the development of soft ice cream?|Margret Thatcher |Tony Blair|Winston Churchill |William Pitt|History|3
Botany Bay was the first penal colony in which Australian state?|New South Wales|Tasmania|South Australia|Queensland|History|3
Which kind of animal did Florence Nightingale often carry around in her pocket?     |Owl|Snake|Puppy|Kitten|History|3
Which is the oldest airline in the English-speaking world?|Quantas|British Airways|American Airlines|Air Lingus|History|3
What kind of animal was the germanic goddess of the spring?|rabbit|fox|bluebird|wolf|History|3
Between 1807 and 1821 the capital of Portugal was found in which city?|Rio de Janeiro|London|Madrid|Goa|History|3
Who was Australia's longest serving Prime Minister?|Robert Menzies|John Howard|Gough Whitlam|Bob Hawke|History|3
Who was the first man to claim he reach the North Pole in 1909?|Robert Peary|Roald Amundsen|Robert Scott|Admiral Halsey|History|3
The Roman province Lusitania was found in which modern day country?|Spain|France|Ireland|Germany|History|3
Which Sunday newspaper, in 1924, published the first crossword to appear in a British Newspaper?|Sunday Express|Sunday Times|The Observer|Sunday Mirror|History|3
Which Prime Minister helped invent soft ice-cream?|Thatcher|Wilson|Major|Callaghan|History|3
What was TIME magazines man of the year in 1982?|The Computer |The Red Cross|The Automobile|NASA|Tech|3
Which of the Seven Wonders of the Ancient World was found in Halicarnassus?|The Mausoleum|The Temple of Artemis|The Hanging Gardens|The Lighthouse|History|3
Off the coast of which country did the USS Arizona sink?|USA|Australia|Ireland|Canada|History|3
What name did the Vikings give to present day Newfoundland?|Vinland|Graceland|No mans Land|Ice Land|History|3
Which US state did Sir Walter Raleigh name?|Virginia|Massachusetts|Rhode Island|Florida|History|3
Who was Ronald Reagan's best man at his wedding?|William Holden|Cary Grant|Charlie Chaplin|Humphrey Bogart|History|3
Which Thomas was executed alongside Guy Fawkes in November 1605?|Winter|May|Summer|March|History|3
Which general defeated the French in Canada?|Wolfe|Hawke|Lambe|Hogge|History|3
How many ghosts visit Scrooge in A Christmas Carol?|4|3|2|5|Literature|1
Which female novelist wrote the book Black Beauty?|Anna Sewell|Barbara Cartland|Enid Blyton|Dorothy L Sayers|Literature|1
What was the name of Roy Rogers' pet dog?|Bullet|Fido|Lightening|Dog Rogers|Literature|1
Which book begins with the line "Most motorcars are conglomerations...." ?|Chitty Chitty Bang Bang|The Little Engine That Could|War of the Worlds|Mary Poppins|Literature|1
Who wrote 'a clockwork orange'?|Anthony Burgess|Arnold Burgess|Anthony Hopkins|Arnold Hopkins|Literature|1
What was Eric Blair’s pen name?|George Orwell|H.G. Wells|John Steinbeck|Charles Dickens|Literature|1
What was the name of the dog of Dennis the menace?|Gnasher|Basher|Thrasher|Smasher|Literature|1
Which is the longest of Shakespeare’s plays?|Hamlet|MacBeth|2 Gentlemen of Verona|Romeo and Juliet|Literature|1
Which of the following is not a Romance author?|Harold Robbins|Barbara Cartland|Danielle Steel|Jackie Collins|Literature|1
What John Spyri story is about a girl who lives in the Alps?|Heidi|Annie|Emily|Carmen|Literature|1
In which month did Samuel Pepys begin his famous diary?|January|March|May|July|Literature|1
At which railway station does one board the 'Hogwarts Express'?|Kings Cross|Waterloo|Victoria|Charing Cross|Literature|1
Which of the following is not a childrens author?|Michael Crichton|Dr. Seuss|Enid Blyton|Roger Hargreaves|Literature|1
What was the name of Sherlock Holmes house keeper?|Mrs Hudson|Mrs Sippi|Miss Mayweather|Mrs Wilson|Literature|1
Michael Bond was the creator of which bear?|Paddington|Yogi|Pooh|Baloo|Literature|1
Which book begins with the line "All children except one, grow up...." ?|Peter Pan|Mary Poppins|The Jungle Book|The lion. the witch and the wardrobe|Literature|1
Whose nose grew when he told a lie?|Pinocchio|Dumbo|Jeffrey Archer|Peter Pan|Literature|1
Carlo Collodi created which famous children's character?|Pinocchio|Dumbo|Snow White|Peter Pan|Literature|1
What is Dick Grayson better known as?|Robin|Batman|Joker|Alfred|Literature|1
Where was William Shakespeare born?|Stratford Upon Avon|Bath|Bradford|Kingston Upon Thames|Literature|1
What is the subtitle of Peter Pan?|The Boy Who Wouldn’t Grow Up|The Boy With The Growing Nose|The Puppet That Came Alive|The Boy Who Lied|Literature|1
Which book begins with the line "Dorothy lived in the midst...." ?|The Wonderful Wizard of Oz|Mary Poppins|The Thorn Birds|Mists of Avalon|Literature|1
Which of the following is the best-selling fiction author of all time?|William Shakespeare|Agatha Christie|Barbara Cartland|Harold Robbins|Literature|1
How many Bronte sisters were there?|3|2|4|5|Literature|2
How many children were in Enid Blytons the famous five?|4|5|6|3|Literature|2
Winston Smith is the central character in which book?|1984|The Time Machine|Dune|The Day Of The Triffids|Literature|2
How many rode into Tennyson's 'valley of death'?|600|1000|6000|100|Literature|2
How old was Adrian Mole?|13 and 3 quarters|13 and a half|13 and 3 fifths|13 and 2 thirds|Literature|2
What was the name of inn in Treasure Island?|Admiral Benbow|Captain Benbow|Corporal Benbow|Officer Benbow|Literature|2
Who wrote "don't count your chickens before they are hatched"?|Aesop|Shakespeare|Ben  Franklin|Chaucer|Literature|2
Which of the following is the second best-selling fiction author of all time?|Agatha Christie|William Shakespeare|Barbara Cartland|Harold Robbins|Literature|2
Who wrote 'The Count of Monte Christo'?|Alexandre Dumas|Victor Hugo|Nathaniel Hawthorne|Herman Melville|Literature|2
Which name is not a Steven King book?|Cacy|Carrie|Cujo |Christine|Literature|2
Which book begins with the line "These two very old people are the father and mother of Mr Bucket..."?|Charlie and the Chocolate Factory|Peter Pan|Mary Poppins|Treasure Island|Literature|2
Which of the following is not visited by Gulliver in Gulliver's Travels?|China|Japan|Lilliput|Laputa|Literature|2
Who wrote 'Moll Flanders'?|Daniel DeFoe|Johnathan Swift|Voltaire|Henry Fielding|Literature|2
Who wrote In The Beginning I Used To Be An Animal But I'm Alright Now?|Eric Burdon|Wayne Rooney|Scary Spice|Vinnie Jones|Literature|2
What is the complete title of Mary Shelley's Frankenstein?|Frankenstein or The modern Prometheus|Frankenstein or The modern genesis|Frankenstein or The modern satan|Frankenstein or The modern phoenix|Literature|2
Who wrote 'Pygmalion'?|G B Shaw|Mark Twain|Tolstoj|Emily Bronte|Literature|2
Which of these writers died in 1400?|Geoffrey Chaucer|William Shakespeare|Daniel DeFoe|Samuel Johnson|Literature|2
What was Mary Ann Evans pen name?|George Eliot|George Orwell|George Sand|George Bernard Shaw|Literature|2
Who wrote 'Tom Jones'?|Henry Fielding|Johnathan Swift|Daniel DeFoe|Herman Melville|Literature|2
Aldous Huxley's book Brave New World was banned in which country?|Ireland|Canada|South Africa|USA|Literature|2
Who wrote 'I Robot'?|Isaac Asimov|Jules Verne|H G Wells|Douglas Adams|Literature|2
Who was Rowena's husband?|Ivanhoe|Robin Hood|Dick Turpin|Macbeth|Literature|2
Who wrote 'Peter Pan'?|J M Barrie|Rudyard Kipling|Lewis Carroll|Carlo Collodi|Literature|2
Who wrote the book The Last Of The Mohicans?|James Fenimore Cooper|H.G. Wells|Jules Verne|Sir Walter Scott|Literature|2
Which book begins with the line " The great fish moved silently..." ?|Jaws|Moby Dick|The Old Man and the Sea|The Shipping News|Literature|2
Who wrote 'The Spy Who Came In From The Cold'?|John le Carre|Ian Fleming|Henning Mankell|Arthur Conan Doyle|Literature|2
Mother Raksha is a character in which childrens book?|Jungle Book|The Wonderful Wizard Of Oz|The Wind in the Willows|Peter Pan|Literature|2
Uther Pendragon was which mans father?|King Arthur|Dick Turpin|Robin Hood|Ivanhoe|Literature|2
Oliver Mellors is a central character in which novel?|Lady Chatterley's Lover|The Great Gatsby|Animal Farm|The World According To Garp|Literature|2
Totally Frank is which Frank's autobiography?|Lampard|Sinatra|Zappa|Howard|Literature|2
Who wrote the popular Simon Templar books?|Leslie Charteris|Dorothy L Sayers|John le Carre|Raymond Chandler|Literature|2
What were the cities in Dickens’s A Tale Of Two Cities?|London and Paris|Rome and Florence|Venice and Rome|Paris and Florence|Literature|2
Who is a bat in Jungle Book?|Mang|Hang|Bang|Fang|Literature|2
Who wrote 'The Mists of Avalon'?|Marion Zimmer Bradley|J R R Tolkien|Joanne K Rowling|Terry Pratchett|Literature|2
What was Samuel Langhorne Clemens pen name?|Mark Twain|Novalis|Jack London|Joseph Conrad|Literature|2
What was the name of the paranoid android in Hitch Hikers Guide to the Galaxy?|Marvin|Gort|Wayne|Robby|Literature|2
The Count of Monte Christo was in love with which woman?|Mercedes|Porsche|Lancia|Cadillac|Literature|2
What are the cannibalistic beasts called in H.G. Wells book The Time Machine?|Morlocks|Warlocks|Yahoos|Triffids|Literature|2
Whose autobiography was entitled 'The Long Walk To Freedom'?|Nelson Mandela|Mahatma Gandhi|Lenin|Martin Luther King|Literature|2
Who does Mr Brownlow rescue?|Oliver Twist|Tom Jones|Huckleberry Finn|Tom Brown|Literature|2
Which nationality is best-selling author Paulo Coelho?|Portuguese|Spanish|French|Italian|Literature|2
What is comic book hero Roy of the Rovers' surname?|Race|Run|Rave|Rover|Literature|2
Which Adams wrote Watership Down?|Richard|Douglas|Tony|Morticia|Literature|2
Which king said "A horse, a horse! my kingdom for a horse!"?|Richard III|Henry VIII|Wenceslas|Arthur|Literature|2
Who wrote 'Treasure Island'?|Robert Louis Stevenson|H G Wells|Jack London|Sir Walter Scott|Literature|2
Who wrote the book 'Dr Jekyll and Mr Hyde'?|Robert Louis Stevenson|Sir Walter Scott|Iian Banks|Alister Maclean|Literature|2
What Was the Title Of Alex Haleys Most Famous Work?|Roots|Boots|Coots|Toots|Literature|2
Which novel begins with the line "Early in the spring of 1750...." ?|Roots|Tom Jones|The Great Gatsby|I, Claudius|Literature|2
What school does Tom attend in Tom Brown’s school days?|Rugby|Eton|Harrow|Dulwich|Literature|2
Who wrote the play 'Waiting for Godot'?|Samuel Beckett|George Bernard Shaw|Andrew Lloyd Webber|Vladimir Nabokov|Literature|2
The jealous Athena turned Arachne into which kind of animal?|spider|snake|donkey|rat|Literature|2
What was the title of George Bernard Shaw’s play about Joan of Arc?|St Joan|Joan of Arc|Joan D'arc|Our Joan|Literature|2
Which of the following authors are not in the top ten best-selling literature authors of all time?|Stephen King|Agatha Christie|Danielle Steel|Gilbert Patten|Literature|2
Holden Caulfield is the main character in which book?|The Catcher In The Rye|Catch 22|Moby Dick|1984|Literature|2
Which book begins with the line "Once there were four children whose names were Peter, Susan, Edmond, and Lucy...."?|The Lion, the Witch and the Wardrobe|Peter Pan|Mary Poppins|The Swiss Family Robinson|Literature|2
Shylock is a character in which Shakespeare play?|The Merchant Of Venice|Measure For Measure|Othello|The Comedy Of Errors|Literature|2
In The Lord of the Rings, what is the name of the inn in Bree?|The Prancing Pony|The Red Stallion|The Merry Mare|The Spotted Gelding|Literature|2
In which book would one find the childlike human species named Elois?|The Time Machine|Day Of The Triffids|Brave New World|Dune|Literature|2
In which book would one find the trog like human species named Morlocks?|The Time Machine|Dune|Brave New World|The Day Of The Triffids|Literature|2
Who wrote 'The Hunchback of Notre Dame'?|Victor Hugo|Gustave Flaubert|Voltaire|Alexandre Dumas|Literature|2
Who wrote 'Mrs Dalloway'?|Virginia Woolf|James Joyce|D H Lawrence|Graham Greene|Literature|2
Who wrote 'The Lord of the Flies'?|William Golding|George Orwell|Aldous Huxley|Joseph Conrad|Literature|2
How many tasks did Hercules have to fulfill?|12|6|8|24|Literature|3
How long did Robinson Crusoe spend on the island?|28 years, 2 months and 19 days|2 years, 8 months and 12 days|55 years, 4 months and 3 days|7 years, 9 months and 22 days|Literature|3
Who was 'The Once and Future King'?|Arthur|Elvis|Idi Amin|Arargon|Literature|3
Which sport is referred to in ‘Antony and Cleopatra’?|Billiards|Snooker|Pool|Darts|Literature|3
Who is not one of King Lears daughters?|Celia|Cordelia|Goneril|Regan|Literature|3
Lewis Carroll's book Alice's Adventures in Wonderland was banned in which country?|China|USA|France|Ireland|Literature|3
Which book begins with the line "Not too long ago, a monster came to the small town of Castle Rock..." ?|Cujo|Harry Potter and the Scorcerer's Stone|Bram Stoker's Dracula|Frankenstein's Monster|Literature|3
In Which Dickens Novel Does Mr Micawber Appear?|David Copperfield|Oliver Twist|A Christmas carol|Great Expectations|Literature|3
Who wrote the book The Moons A Balloon?|David Niven|H.G. Wells|Jules Verne|Julie Andrews|Literature|3
What was Casanova's first name?|Giacoma|Alberto|Benito|Francesco|Literature|3
Which novel begins with the line "My father's family name being Pirrip...."?|Great Expectations|Charlie and the Chocalate Factory|Kidnapped|Little Women|Literature|3
In which book would one find the character named 'Pip'?|Great Expectations|Wind in the Willows|Jurassic Park|Rob Roy|Literature|3
What is the name of the cat in Shakespeare's Macbeth?|Greymalkin|Tybalt|Tao|Kitty|Literature|3
Who wrote 'Finnegan's Wake'?|James Joyce|Bram Stocker|W B Yeats|Samuel Beckett|Literature|3
What are the names of the two main characters in Diana Gabaldon's highland saga novels?|Jamie and Claire|Fergus and Fiona|Rab and Elizabeth|Hamish and Maggie|Literature|3
Who wrote The Day of the Triffids?|John Wyndam|Stephen King|Douglas Adams|Jules Verne|Literature|3
Which book begins with the line "I will begin the story of my adventures...." ?|Kidnapped|Roots|Kim|Mary Poppins|Literature|3
Dan Brown's book The Da Vinci Code was banned in which country?|Lebanon|Ireland|Poland|Italy|Literature|3
Which book begins with the line "Even in high summer, Tintagel was a haunted place..." ?|Mists of Avalon|The Once and Future King|The Wonderful Wizard of Oz|Rosemary's Baby|Literature|3
Who lives at Number Four Privat Drive?|Mr and Mrs Dursley|Toad of Toad Hall|Mary Poppins|Winnie-The-Pooh|Literature|3
What is the name of the man servant in 'Around the world in 80 days'?|Pas Partout|Cato|Giles|Machu Picchu|Literature|3
What is the name of the ship in 'Moby Dick'?|Pequod|Essex|Boston|Surprise|Literature|3
Mr Darcy is an arrogant gentleman in which novel?|Pride and Prejudice|A Passage to India|Animal Farm|The Great Gatsby|Literature|3
Which novel begins with the line "Last night I dreamt I went to Manderly again...." ?|Rebecca|Little Women|Trainspotting|Roots|Literature|3
Who wrote the poem A Red Red Rose?|Robert Burns|Shakespeare|Dante|Stephen King|Literature|3
What is the name of Don Quixote's horse?|Rosinate|Betty|Isabella|Theresa|Literature|3
Who wrote the poem The Lady of the Lake?|Sir Walter Scott|T.S. Eliot|King Henry VIII|Shakespeare|Literature|3
In which town did Tom Sawyer live?|St Petersburg|Bern|Hamburg|Rome|Literature|3
Which cartoonist created Spider Man?|Steve Ditko|Walt Disney|Gary Larson|Bob Montana|Literature|3
Which novel begins with the line "It was the best of times...." ?|Tale of Two Cities|Rebecca|Trainspotting|Chitty Chitty Bang Bang|Literature|3
Which book begins with the line "The summer my father bought the bear..." ?|The Hotel New Hampshire|The Jungle Book|The Godfather|Trainspotting|Literature|3
Which book begins with the line "Samuel Spade's jaw was long and bony...." ?|The Maltese Falcon|Jaws|Harry Potter and the Sorcerer's Stone|The Last of the Mohicans|Literature|3
Which book begins with the line "The Duchy of Grand Fenwick..." ?|The Mouse that Roared|Chitty Chitty Bang Bang|Kim|Harry Potter and the Sorcerer's Stone|Literature|3
The title of which Pink Floyd album is also a chapter in 'The Wind In The Willows'?|The Piper At The Gates Of Dawn|Wish You Were Here|Meddle|Animals|Literature|3
Which book begins with the line " "Hello, ship" Jake Holman said under his breath..." ?|The Sand Pebbles|Moby Dick|The Shipping News|A Night to Remember|Literature|3
Which book begins with the line "The American handed Leamus another cup of coffee...." ?|The Spy Who Came In From The Cold|The Maltese Falcon|The Godfather|The Eye Of The Needle|Literature|3
Which book begins with the line "For many days we had been tempest tossed...." ?|The Swiss Family Robinson|Moby Dick|The Shipping News|Robinson Crusoe|Literature|3
Which novel begins with the line "On December 8th, 1915, Maggie Cleary had her fourth birthday...." ?|The Thorn Birds|The Hotel New Hampshire|Roots|Little Women|Literature|3
Who wrote 'Utopia' in 1516?|Thomas More|William Shakespeare|Christopher Marlowe|Francis Bacon|Literature|3
In which book is there an inn called Admiral Benbow?|Treasure Island|Peter Pan|Lord of the Rings|Gullivers Travels|Literature|3
In the book The Last Of The Mohicans what was the name of Chingachgook's only son?|Uncas|Mingo|Lightfoot|Magua|Literature|3
In which Italian city do Romeo and Juliet live?|Verona|Naples|Milano|Pisa|Literature|3
Which two men are waiting for Godot?|Vladimir and Estragon|Bob and Ted|Benno and Babe|Pumpkin and Honey Bunny|Literature|3
Which former conservative leader wrote a biography on William Wilberforce in 2007?|William Hague|John Major|Iain Duncan Smith|Michael Howard|Literature|3
Which Prime Minister won a Nobel prize for literature?|Winston Churchill|William Pitt|Margret Thatcher|Tony Blair|Literature|3
The jellyfish consists of how much water?|95%|85%|75%|65%|Science|1
How many moons does Earth have?|1|0|2|8|Science|1
How many atoms are there in a molecule of water?|3|2|4|1|Science|1
Cows have how many stomachs?|4|1|2|3|Science|1
How many wisdom teeth does the average adult have?|4|6|8|2|Science|1
The octal numbering system consistes of how many digits?|8|2|4|6|Science|1
How many legs does a spider have?|8|6|10|12|Science|1
How many sides does a Nonogon have?|9|19|0|99|Science|1
In which year did Pfizer Inc introduce it's Viagra drug to the market?|1997|1987|1977|2007|Science|1
The binary system of numbers uses which two digits?|1 and 0|1 and 2|1 and 10|10 and 100|Science|1
How many millimetres are there in one inch?|25.4 mm|10.4 mm|250.4 mm|100.4 mm|Science|1
Which scientist was born in Germany in 1879, became a Swiss citizen in 1901 and later became a US citizen in 1940?|Albert Einstein|Max Planck|Niels Bohr|Ludwig Boltzmann|Science|1
What lives in a Formicarium?|Ants|Turtles|Apes|Butterflies|Science|1
What is removed during an appendectomy?|Appendix|Bone Marrow|Kidney|Tonsils|Science|1
Who first argued that the world was not flat? |Aristotle|Columbus|Archimedes|Magellan|Science|1
Where did the dingo originate?|Australia|Africa|Asia|Europe|Science|1
